,spot_name,spot_id
564,Traslovslage,6418e08fe072f8dad3025efe
565,Apelviken,6418e088a34c33346f182e63
566,Asa,6418e08293265b4528183abe
567,Skagen,584204204e65fad6a77095b1
568,Hirtshals,584204204e65fad6a77095b4
569,Loekken,584204204e65fad6a77095b2
570,Sletteststrand,640b9a4de920305adde1073a
571,Tangkrogen,640b9a59de81d51d560d896a
572,Gislövs  Strand,640b9a2f9b6fab6a312fbe97
573,Grønnestrand,640b9a3b451905182bdfdcd3
574,Hanstholm,584204204e65fad6a77095b5
575,Klitmoller Bunker,584204204e65fad6a77095b7
576,Bunkers,640b9a239b6fab6ce22fbbd9
577,Norre Vorupor,584204204e65fad6a77095b8
578,Agger,584204204e65fad6a77095b9
579,Thyborøn,640b9a65e9203045cfe10d46
580,Thorsminde,640b9a2a8284fe7259b0d71f
581,Hvide Sande,584204204e65fad6a77095bb
582,Grærup Strand,640b9a35e9203088e1e10213
583,Rindby Strand,640b9a41b6d7690ac19460c9
584,Bonnerup/Djurslands,584204204e65fad6a77095b3
585,Bjerge Nordstrand,640b9a47451905b32ddfdf85
586,Havnebyen,640b9a534878eb0a451d969a
587,Hundested strand,584204204e65fad6a77095bf
588,Raageleje,584204204e65fad6a77095be
589,Smidstrup strand,584204204e65fad6a77095bc
590,Gilleleje havn,584204204e65fad6a77095c0
591,Hornbaek,640b9a5f4878eb27571d99dc
592,Hav Stokken,584204204e65fad6a77095c1
593,The church,584204204e65fad6a77095c4
594,Rodvig,584204204e65fad6a77095c5
595,Møns Klint,640b9a6c4878eb17711d9cf2
596,Damp,584204204e65fad6a77095cf
597,Lippe-Hohwachter Bucht,584204204e65fad6a77095d4
598,Weissenhaus,584204204e65fad6a77095d1
599,Dazendorf,584204204e65fad6a77095d6
600,Fehmarn Westermarkelsdorf,584204204e65fad6a77095d5
601,Fehmarn Staberhuk,584204204e65fad6a77095d7
602,Kuhlungsborn,584204204e65fad6a77095da
603,Dahme Seebrucke,584204204e65fad6a77095d8
604,Timmendorfer Strand,584204204e65fad6a77095d9
605,Warnemunde,584204204e65fad6a77095db
606,Dierhagen-Neuhaus,584204204e65fad6a77095dc
607,Wustrow,584204204e65fad6a77095de
608,Borsmose,584204204e65fad6a77095ba
609,Vejers Strand,584204204e65fad6a77095bd
610,Tjøm,6418e654e072f8eaf9039b31
611,Sjøsanden,6418e24e9a43c4b695382a78
612,Saltstein,584204204e65fad6a770961c
613,Naverfjorden,6418e3c56478f0daf3fb069d
614,Skallevoldbukta,6418e3b9e072f8639a030a69
615,Storesand,6418e3bfa34c33460218dc16
616,Karmoy,584204204e65fad6a7709612
617,Solastrand,584204204e65fad6a7709613
618,Vigdel,584204204e65fad6a7709614
619,Hellesto,584204204e65fad6a7709615
620,Byberg,6418dcdba34c33d42d176852
621,Suppå,6418dce8e072f8dbba0198cb
622,Sele,584204204e65fad6a7709616
623,Bore,584204204e65fad6a7709618
624,Reve Havn,584204204e65fad6a7709617
625,Pigsty/Piggy,6418dcd5e072f8239f019509
626,Point Perfect (Orre),6418dbe493265b32411742d0
627,Refsnes,6418dccf970272e2be867c45
628,Kvassheim,6418dce293265b272617772c
629,Brusand,584204204e65fad6a7709619
630,Bausje Strand-Borhaug,584204204e65fad6a770961a
631,Lista,60521386c79046102c0e2cfd
632,Sandsayre Pier,632240e05fc9ab1ba71e48fb
633,Scarasta,6141294a8c7d86fd3979b20e
634,Talisker Bay,61412dcc4afde90cf2a188f1
635,Hosta,614129ba6259690237aade0b
636,Glenbrittle,61414936ede881ff4fe578cf
637,Balevullin,614148daabc5ba775717b776
638,The Hough,61414861ede8812fd3e578c9
639,The Maze,61414806b69224549bad09e9
640,Port Bharrapol,61412eac8bf6a0393d5a86dd
641,Balephuil,6141470fefa86e954ae23cf9
642,Kiloran Bay,64d15093fe8f04ade5493cb6
643,Ardnave Bay,614130a4abc5ba667117b770
644,Saligo Bay,61412f22a125417866613ad0
645,Islay,61412e4611f2d8d166c20b6c
646,Lossit Bay,614130ee192a404c825e1543
647,Laggan Bay,6141302bf20970c2ccc3f721
648,Caravans,614131ed42159f455ddb90af
649,Graveyards,614131918bf6a075565a86e3
650,Westport,61413148f6a043a8aefdadc3
651,Machrihanish,5842041f4e65fad6a7708e1c
652,Dunaverty,6141469629cfc6732ca2e10f
653,Mangersta,614128affe354c18e41ac07b
654,Staffin Bay,61412d56e1349329ce0b21c0
655,Gullane,640b9e45b6d7698149954c61
656,Cliff,61412c9041bea2809ed27c93
657,Isle of Lewis,6141282be13493bbe80b21ba
658,Dalbeg,61412c36efa86e5c6ae23cf3
659,Europie,5842041f4e65fad6a7708ca3
660,Port of Ness,61412bdffb735953d780ddf8
661,Scourie,60dcf46b76517b5650ea92d0
662,Sandwood Bay,5842041f4e65fad6a7708cac
663,Durness,6140f35434d40a5cc943cb10
664,Sango Bay,6140f3cea12541681e613a53
665,Torrisdale,5842041f4e65fad6a7708ca9
666,Farr Bay,6320f38415ab92456575af92
667,Armadale Bay,61410e7097280c1466809247
668,Strathy,6140f496abef9b4269ed4e6c
669,Melvich,5842041f4e65fad6a7708cad
670,Sandside Bay,5842041f4e65fad6a7708cae
671,Brims Ness,5842041f4e65fad6a7708cb1
672,Thurso East,5842041f4e65fad6a7708caf
673,Murkle Point,6140efe18bf6a093035a86aa
674,Castlehill to Murkle,6140f20befa86e6233e23cb1
675,Dunnet Bay,6140f284de9dac361406a57c
676,Gills Bay,5842041f4e65fad6a7708cab
677,Skirza,5842041f4e65fad6a7708caa
678,Pease Bay,5842041f4e65fad6a7708ca8
679,Lybster Harbour,640b9e38606c4550b0f4b627
680,Lossiemouth,604a82ded397156564ccb109
681,Cullen,630d466e06b6e2dea68946e0
682,Sandend,604a82027c33973f33051916
683,Fraserburgh,604f773c69b0fc4eb653c334
684,Bu Sands,6140ee9d8c7d8624c979b1f5
685,Keiss,6140ef22abc5baa1ca17b6be
686,Sinclairs Bay,6140ee1c38db430702b7f7e9
687,Brora Beach,614126e38bf6a06c655a86d7
688,Boyndie Bay,6141275638db430b18b7f862
689,Banff - Beach,61412509fe354ce2b21ac075
690,St Combs to Inverallochy,61411180cc95b10c66e6d386
691,Peterhead,61410ff1a1254134e2613a6d
692,Cruden Bay,61411460f20970856ec3f716
693,Balmedie to Newburgh,6141112141bea21855d27c8d
694,Aberdeen Beach,604a7c5cd3971561d2ccb0de
695,Nigg Bay,614110be62596925acaaddfb
696,Stonehaven ,61411054b363db6fbac0374f
697,Lunan Bay,61410f6cde9dac27ca06a59e
698,Arbroath,604f79ca7cd0e412d775c207
699,West Sands Beach,6019d13607013a21ca462667
700,East Sands Beach,6148ca002f98dc2e2419cdaf
701,Kingsbarns,614113b78bf6a07d715a86d1
702,North Berwick,640b9e3f9b6fabe45d30abfa
703,Portobello Beach,614115e3fdbfd80d17600d17
704,Seacliff,614114daabef9b0b9eed4f40
705,Belhaven Bay,6148c871e6fdb6735879dd57
706,Coldingham Bay,604f75d33f7d33c430322e4b
707,Pettycur,61411699b02b23d9650ece14
708,Burntisland,6077716324994a24eabfe834
709,Kinghorn,6141163c29cfc6ab1ea2e109
710,Kirkcaldy,6141155aa125417fbe613a73
711,Silver Sands,614116fcde9daccc5906a5a9
712,Gulberwick,614153d4b363db00b9c0375f
713,Quendale Bay,614152faf5554f04a24f3c21
714,Fisk Helliar,6141518b9b4ebe9790946561
715,Birsay Bay,61415100f6a043c39bfdadc9
716,Marwick,614151e37e2c87ceee7cd874
717,Skail Bay Right,61414a08abc5ba72d817b77c
718,Skara Brae,61415240f209705d72c3f72a
